"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
111.5,107.4,-31.95,20,-111.1,-98.16,-105.9,15.66,-43.84,-10.77,-34.26,-18.36,129.8,-43.06,-15.07,-1.946,42.13,-62.71,18.57,32.65,43.46,-83.01,29.34,9.306,-49.98,-87.13,50,83.56,-1.54,0.22,-2.99,-1.89,-3.63
233.1,224.9,68.83,230,0,-111.6,-118.7,-51.42,81.15,-67.58,-196.5,81.02,-166.7,-103.5,115.5,-78.28,-181.6,116.4,-87.11,-225.3,-19.79,108.5,-2.897,16.42,-9.52,-54.61,220,160.7,1.35,2.22,-1.31,-4.92,1.76
-106.5,-98.26,-119.2,-40,-142.9,10.41,125,-82.18,-89.01,35.82,-119,-124.4,154,164.5,-113.2,97.8,28.62,-76.16,187.4,16.01,-172.8,104.9,-126.9,-44.26,-111.2,-147.5,0,-77.31,4.84,-2.23,2.71,-1.84,3.79
227.4,235.4,36.1,250,-50,-37.16,-99.45,62.98,-44.59,-135.4,-2.383,131.2,132.2,-127.9,57.33,-130.3,-79.42,168,-91.97,-200.3,109.5,155.4,-23.57,-33.02,-90.95,57.95,270,192,-1.72,2.5,-1.38,4.53,-3.24
-115.5,-102,-98.19,210,32.61,46.21,35.19,-146.4,183.2,68.56,-97.74,22.71,-196.1,-94.94,237.9,55.83,-84.34,52.98,-210.2,-52.75,159.8,-8.476,174.8,155.8,157.5,143.1,220,-85.67,-3.26,-0.9,-0.23,3.26,2.34
-14.44,-12.99,-13.82,40,NA,13.77,-42.77,131.5,-98.98,-8.488,148.3,25.59,40.09,-115.5,-69.71,52.2,166.7,-39.06,66.39,-124.2,-113,154.9,140,-84.42,117.5,83.81,70,-9.885,4.51,-1.17,1.26,1.23,1.27
-156.1,-137.7,-116.6,-40,-214.3,152.2,94.81,96.4,-145.9,124,81.12,-55.6,123.7,-75.6,-103.1,96.49,-19.71,8.247,75.08,2.231,-126.1,44.47,-122.6,86.01,15.54,118,40,-116.1,0.3,-2.53,-0.93,-1.76,-2.08
101.1,87.08,43.32,-20,-130.4,-58.67,-97.8,12.15,-12.72,19.43,45.96,-44.66,140,-20,-68.75,-15.43,52.41,-82.93,185.1,15.06,-77.54,-117.6,-48.27,-10.46,54.55,-48.39,20,64.25,3.4,-3.33,2.91,2.94,NA
-117.3,-106.7,-69.11,-30,-250,74.32,39.78,86.01,-169.3,75.63,26.84,-27.39,111.9,-33.29,-164.3,59.05,-0.04073,-10.68,131.6,20.56,-140,-94.25,-222.8,14.62,NA,42.79,0,-85.67,3.07,-3.14,2.01,-4.5,-3.77
247.3,237.1,5.735,220,0,-53.26,-102.4,-66.54,76.36,-125.7,-121.8,162.6,-96.17,2.969,39.18,-148.3,-96.51,136.4,-78.42,-140.7,-20.53,168,84.68,38.42,42.33,-99.29,210,170.1,3.45,2.31,-4.74,2.62,-4.64
224.7,214.3,2.665,230,0,-34.88,-88.63,-58.2,27.6,-168.9,-191.5,158,-183.4,-116.7,73.57,-167.6,-152.7,77.06,-59.59,-287.3,10.71,257.5,-13.12,-39.08,2.381,-98.15,240,178.3,0.9,-3.87,-2.07,0.76,2.84
-12.64,-12.09,-1.927,70,-46.88,0.7992,-38.18,-1.889,61.35,23.15,120,-21.63,-5.332,1.761,104.1,-27.1,178.9,-105.3,80.87,130.5,24.65,64.99,186.1,-46.8,204.9,58.74,110,-12.77,-3.73,4.48,1.32,0.25,-2.35
-5.734,-2.867,28.22,90,14.71,45.05,-17.41,57.42,81.92,-26.49,139,80.06,-98.68,-193.7,76.16,19.18,151.6,-58.32,-8.715,-76.38,53.75,161.7,133.9,3.068,118.6,-12.53,100,1.526e-05,-0.87,-2.58,-3.65,1.19,1.56
12.61,19.47,54.27,140,-25.64,50.69,-39.67,74.26,91.37,6.723,151.6,19.21,-82.61,-82.93,127.8,40.86,223.5,-75.1,-38.04,-68.71,102.1,105.6,144.4,-21.37,112.9,36.54,150,14.39,1.67,4.4,2.03,-2.4,1
-98.05,-88.5,-18.27,-80,-176.5,23.44,27.12,-2.993,-89.4,72.72,-104.2,-9.395,62.08,25.16,-25.13,87.17,-98.27,-70.91,36.8,35.61,-95.57,-70.44,-237.5,16.49,-263.2,17.14,20,-77.64,-3.05,1.46,1.95,1.12,0.59
266.1,281.1,-89.82,210,32.61,45.99,-67.5,-84.62,63.03,-110.8,-192.2,147.2,-167.4,-80.2,111.3,-146.8,-145.5,123.7,-147.3,-131.6,-34.62,163.7,-49.81,NA,-47.56,148.4,200,230.9,3.61,-4.68,-0.21,4.41,-2.3
131.3,124.9,-24.51,-70,-111.1,-66.74,-89.76,-6.113,-62.32,-5.514,25.86,-59.84,156.4,-32.97,-101.9,-18.75,109,-73.42,145,-90.18,91.08,-48.51,-4.595,25.1,-59.08,-75.85,-30,93.37,3.73,-2.96,2.21,0.04,-0.32
-142.2,-127,-140.5,-110,-107.1,11.23,54.95,-44.8,-91.92,75.34,30.23,-10.43,88.39,19.71,-191.3,145.3,115.2,23.9,193.6,-76.38,-73.09,-203,-214.5,-49.25,-137.8,-80.42,-10,-105.4,-1.15,-3.08,0.63,-4.89,-2.45
-89.45,-74.33,NA,-20,-86.96,-0.03995,4.855,-93.11,-54.76,81.46,-7.477,-71.28,8.007,123.3,-142.3,1.447,-75.06,-100.3,36.8,175.2,-70.43,-19.62,-101.1,-162.5,-26.9,11.43,70,-58.23,-0.69,2.86,-4.92,-4.39,0.24
-93.2,-87.14,-89.94,-10,-145.8,53.1,54.79,11.58,-117.6,77.01,-12.99,-68.13,113.6,71.54,-60.06,71.38,6.757,-75.22,61.93,93.1,-148.1,-12.12,-166.5,-9.578,-112.3,-44.22,70,-70.04,-3.48,-1.91,-3.82,4.31,-0.14
84.43,82.76,-2.948,80,-121.2,-77.84,-86.54,132.5,-76.26,-57.58,64.68,-62.25,184.5,49.09,86.63,-50.15,54.96,-64.78,1.22,101.8,68.58,-108.5,-3.603,-49.54,-8.718,-83.16,100,60.99,3.97,-1.62,-1.38,1.05,-1.93
-1.096,-0.5482,-42.93,70,-31.25,-30.58,-39.43,77.65,54.05,-49.11,180,-6.013,-40.99,-115.1,53.71,-16.1,91.35,-136.2,3.511,77.06,5.13,152.5,123.3,-61.86,88.74,31.94,80,-0.3351,-2.79,1.46,3.46,-4.15,1.87
-100.3,-94.08,-7.441,-30,-227.3,61.96,62.64,142.4,-175.6,51.62,73.67,-23.67,132.6,27.83,-173.1,13.23,52.01,-43.01,115.8,43.52,-173,-91.28,-224.8,-108.2,-98.06,15.49,0,-72.72,4.49,1.51,3.4,2.17,2.03
176,165.7,58.76,210,-10.87,-71.93,-110.1,-26.26,69.94,-61.39,-19.53,100.6,-70.63,-162.3,108.1,-30.24,-144.7,44.94,-146.5,-251,94.91,128.3,13.39,25.72,-19.38,-91.82,220,101.5,1.11,-2.92,4.35,2.37,-2.97
23.03,14.89,-5.188,60,-64.52,-17.78,-47.28,132.2,33.39,-28.38,134.2,59.38,-24.05,-64.3,118.8,-43.86,201.5,-43.01,100.9,-8.971,16.88,55.84,101.8,-69.19,88.24,70.88,70,7.038,-3.6,-1.34,-4.08,-0.99,4.36
-145.8,-130.3,-34.1,-140,-272.7,153.5,133.3,94.5,-222.5,111.3,100.7,-47.21,141.1,-111.5,-173.8,154.7,39.22,-24.72,144.4,-92.09,-143.4,49.86,-166.2,78.34,-74.71,70.45,-50,-109.9,0.05,2.03,-3.03,1.24,-4.14
7.84,-2.837,7.499,90,14.71,12.51,-32.26,7.431,84.74,-10.94,155,49.31,-60.6,-141,-63.84,-21.39,131.3,-70.52,-0.04899,-4.839,39.7,90.03,150.7,-5.208,142.1,68.33,130,-3.777,-3.49,-3.97,1.4,4.06,-2.07
222.7,209.3,-50.11,150,-87.5,33.81,-74.22,53.07,-38.08,-71.38,64.79,117.2,91.63,-133.3,-31.57,-106.1,-75.5,79.34,-48.5,-235.8,77.51,189.7,22.83,103.5,-2.401,34.68,170,138.7,-0.23,1.33,1.28,2.38,-4.33
-83.33,-82.21,27.1,-30,-136.4,-74.57,-0.798,49.84,-51.95,39.27,-19.98,-74.25,-2.052,100.6,-109.8,49.09,-7.988,-48.08,130.6,111.2,-100.4,-59.24,-136.8,-152.9,-39.21,-175.2,30,-71.09,4.55,-4.28,-2.91,2.79,-2.93
218.6,207.3,12.49,180,-34.88,41.22,-79.46,11.61,29.27,-63.12,9.368,157.2,3.803,-130.4,88.64,-140.1,-88.32,151.7,-81.17,-172.4,82.68,199.3,-22.76,102.6,-50.25,21.59,180,154.2,2.78,-3.21,-3.94,-4.87,-0.24
-154.2,-137.9,-177.9,-140,-272.7,143.1,109.3,76.61,-187.3,99.38,138.2,-38.16,202.9,-132.3,-84.01,146.1,-18.24,-6.815,105.9,-140.1,-212.6,20.39,-223.7,117.3,-119.3,1.961,-30,-110.9,-2.28,3.62,0.94,-4.54,-4.84
90.88,85.98,-33.48,-40,-119,-70.87,-68.97,37.54,1.536,-22.17,90.88,-60.13,219.7,-98.47,30.55,-23.75,144.1,-127,215.2,4.735,119.3,-1.154,83.11,-15.32,80.42,29.54,-20,65.93,4.49,-0.06,-3.78,-4.26,3.41
63.01,72.04,-95.65,-40,-214.3,-21.77,-74.22,-0.4545,-77.04,19.12,32.73,-76.6,178.7,7.814,-120.3,-85.24,95.42,-105.3,182.5,78.93,106.6,-42.06,2.738,64.33,2.661,-31.22,-10,63.87,3.53,-4.92,3.07,3.58,3.45
-7.373,-16.51,-68.8,150,-12.5,97.79,11.25,105.1,59.45,-47.21,179.3,134,-119.1,-173.4,59.58,-71.61,96.28,20.65,-145.6,-72.5,78.87,147.3,146,15.36,108,61.77,170,-12.81,-4.83,-3.65,3.45,-0.73,-2.46
-93.16,-85.04,-130.9,-60,-157.9,56.43,-2.665,-74.7,-166.6,89.55,-4.646,-98.5,49.23,98.07,-209.5,49.14,74.48,-100.9,141.2,108.6,-116.2,19.47,-208,-106.1,-134.6,-60.65,50,-65.44,-3.84,1.68,-0.06,4.55,-4.55
5.362,-3.729,8.368,30,-35.71,31.06,-16.58,117,42.97,-17.28,211.8,-1.001,-68.02,-109.8,22.46,30.47,161.7,-81.94,48.42,53.53,59.57,138.3,111.7,-64.85,121.2,51.04,50,-6.579,-2.64,-0.85,-3.03,3.27,2.03
89.81,73.75,48.23,80,-121.2,-75.15,-72.26,82.71,-101.4,-29.78,58.39,-63.44,199.6,47.53,-37.09,-51.7,125.7,10.77,103.3,27.83,114,-81.82,-75.75,-49.83,-65.33,-26.69,120,54.71,1.83,3.92,-4.27,-1.16,-0.06
-101.6,-91.22,-166.4,-60,-184.2,19.81,35.06,-34.66,-118.3,67.32,-30.23,-43.09,88.35,96.54,-131.2,60.28,-26.52,-96.39,117.1,58.73,-151.9,-73.02,-180.2,4.376,-154.6,-51.04,20,-69.08,-3.67,4.41,-1.83,4.49,3.48
-145.4,-138.9,-147.1,40,-137.9,-35.13,91.82,18.43,-84.49,40.74,18.64,2.628,69.12,-75,-69.05,92.19,-45.17,37.41,42.09,15.58,-112,-180.8,-141.4,-0.839,-159.2,86.18,70,-119.2,0.16,1.43,1.87,-2.12,-2.99
111.7,107.3,61.22,-10,-208.3,-48.21,-87.92,91.23,-72.17,-5.331,60.13,-65,193.7,21.7,8.519,-69.57,124.3,-60.31,184.9,38.36,112.8,-97.02,-36.79,11.33,-15.2,-65.37,20,76.39,1.82,3.47,-2.29,2.24,2.25
13.16,6.579,121.1,40,0,27.66,-31.16,9.919,55.58,-9.584,148.2,78.19,0.7585,-194.4,-67.71,33.17,209.8,4.62,152.2,-100.7,0.2481,78.07,182,2.29,172.7,51.44,50,0.3655,4.02,1.02,-2.74,2.98,2.18
279.7,279.6,-49.47,220,0,-0.2464,-83.19,-25.78,73.53,-91.09,-103.1,109.9,-205,-1.005,99.46,-157.9,-86.38,106.3,-121.3,-107.9,-21.82,173.1,4.663,131.3,-12.03,78.79,200,213.8,-4.33,1.02,0.53,-4.98,-0.32
288.5,265.6,31.65,240,-20.41,-22.92,-97.38,10.01,49.42,-114.1,-137.2,125.8,-147.4,-37.16,187.7,-102.4,-186.7,146.3,-225.3,-172.6,19.27,152.8,-23.3,77.39,-10.67,41.88,210,187.9,3.15,-1.41,-3.94,-0.33,-1.36
16.53,15.62,35.63,NA,38.46,71.26,-16.97,-10.06,135.1,-21.28,134.8,80.84,-130.3,-162.5,72.05,2.129,111.1,43.97,-5.103,-134.2,113.2,137.9,140.5,11.33,155,27.55,170,4.386,-1.64,-3.34,0.57,-1.18,0.22
-102.9,-91.89,-46.35,-100,-266.7,86.09,20.87,-53.44,-163,110.2,2.045,-85.78,105.4,36.83,-184.7,55.47,-12.52,-113.4,211.5,131.8,-97.9,1.345,-298,7.853,-270.6,-106.6,20,-70.18,-2.31,-0.8,3.86,2.64,1.4
227.6,238.8,-34.26,150,-87.5,61.6,-81.15,45.93,-27.44,-49.59,71.02,135.7,88.61,-51.37,49.49,-60.36,-10.34,121.9,45.38,-230.5,74.96,194.4,15.88,123.5,-0.01101,73.62,160,191.8,4.06,-1.6,1.41,-0.38,-0.98
113.8,112.8,-11.42,100,-100,-47.04,-95.66,27.31,32.77,41.13,56.45,-54.87,130.3,-34.11,89.84,-80.91,181.1,-75.73,218.8,16.22,142.3,-98.23,91.68,87.72,76.46,7.118,110,86.51,-3.04,0.01,4.01,3.28,-2.11
11.82,5.908,35.52,30,17.86,36.46,-18.29,4.866,101.7,-6.838,138.2,30.2,-102.5,-153.2,94.63,25.14,126.1,-35,27.6,-118.8,112.7,120.3,187.4,-31.61,215.2,2.5,40,-0.6812,2.08,2.07,4.71,-4.99,1.01
-106.3,-95.93,-26.17,-10,-187.5,19.4,39.73,41.27,-95.8,78.32,-32.86,-78.12,84.44,122,-85.95,77.34,-94.09,-114.2,92.07,59.18,-152.7,-1.072,-166.4,-28.98,-115,-59.84,30,-80.04,-2.07,4.3,-4.29,-3.61,-2.86
-148,-129.9,-173.7,-150,-300,121.7,59.08,27.31,-163.1,117.9,71.49,-43.72,154.6,3.679,-174.9,126.3,0.03468,-50.09,149.9,48.14,-147.9,-49.21,-262.1,47.81,-128.7,-2.118,-60,-111.4,-3.36,3.06,0.06,-1.7,-2.67
-90.8,-84.87,-50.15,-30,-204.5,0.5465,30.06,7.141,-83.86,71.71,-46.03,-92.99,19.79,140.9,-38.07,88.85,-15.92,-62.91,58.72,70.23,-112,63.3,-65.99,-70.01,-8.621,-22.44,10,-69.48,-0.35,-1.86,-2.97,-4.03,0.48
203.4,190.5,30.59,210,10.87,-48.78,-84.5,-77.43,70.91,-72.98,-181.7,87.69,-202.3,-74.29,151.6,-79.32,-166.4,130.9,-240.1,-168.4,16.43,202.4,18.07,53.4,-11.35,1.696,200,132.5,-2.45,3.47,-0.56,0.49,-4.82
-100.4,-84.62,-81.04,10,-192.3,25.16,20.44,-13.44,-54.64,80.32,0.5802,-73.6,132.3,135.5,-84.49,74.29,9.882,-29.92,257.4,44.44,-120.2,62.25,-143.2,-27.09,-73.84,-5.658,70,-66.84,2.64,0.89,-2.64,-0.42,1.14
102.7,78.54,19.51,30,-160.7,-131.7,-89.27,38.22,-83.42,-59.85,18.86,-107.8,116.1,39.96,-79.18,-54.92,37.01,-79.57,92.49,72.31,160.6,-23.75,-24.59,-8.953,-0.1913,-74.6,50,55.96,-0.87,0.89,2.51,-4.37,-3.85
-106.8,-95.07,-30.62,-10,-270.8,58.53,29.99,118.8,-203.2,33.59,48.31,-68.6,92.14,75.41,-29.66,6.286,39.72,-53,40.42,148.3,-164,-15.12,-257.2,-174.1,-173.8,-95.75,50,-74.56,4.97,0.41,-3.42,3.54,-4.88
-6.894,-3.447,6.313,120,-27.03,27.58,-27.4,73.37,37.05,-28.56,154.1,102.4,-7.64,-154.3,55.06,-15.17,188.8,36.26,51.33,-32.33,-7.72,122,170,-26.27,145.4,52.01,160,-2.333,-4.03,-0.06,-1.98,0.67,2.67
6.894,-4.365,-3.548,50,0,26.68,-18.82,-5.917,86.43,-3.144,145.6,72.04,-34.32,-162.9,-49.19,46.13,201.7,-2.005,144.5,-19.98,-12.1,135.9,219.9,-2.818,203.3,66.02,90,-7.387,4.92,-0.02,-1.13,2.95,NA
247.8,209.8,60.4,220,10.64,-84.89,-100.4,-68.6,66.1,-72.48,-151.7,124,-116.7,-29.92,116.1,-111.5,-148,114.9,-104.7,-253.1,12.57,118.7,15.46,70.12,53.3,-27.8,220,141.1,-4.94,1.43,-2.53,0.83,-1.71
-137.5,-123.4,-105.7,-100,-100,49.89,49.87,-175.1,189.9,79.68,-188.8,-6.443,-216.5,-74.88,153.9,133.7,-176.8,-26.8,-199,-73.46,209.5,-38.38,167.6,64.11,21.19,126.4,-30,-111.6,-2.51,0.46,-0.02,4.13,3.96
116.5,101.2,0.3802,40,-172.4,-77.75,-87.51,53.29,-92.52,-41.42,45.81,-50.26,153.2,88.7,-88.57,-81.43,74.62,-56.56,103.7,137.7,-28.01,-138.3,-50.48,6.049,39.09,-78.02,80,73.87,-1.19,-1.22,-1,-4.47,0.5
36.35,27.32,-96.1,-40,-190.5,31.68,-59.72,90.23,-123,8.66,NA,-115.7,245.4,15.82,35.3,18.41,83.58,-57.26,132.8,12.59,105.8,-61.21,-88.37,43.71,-40.43,-66.51,0,6.342,1.23,3.76,2.53,4.5,NA
-163.3,-151.8,-103.5,-170,-250,108.6,90.62,58.6,-132.5,97.73,94.51,-5.116,152.2,-95.38,-113.4,177.2,-33.18,24.53,125.9,-114.8,-180.8,1.375,-155.2,62.36,-99.36,105.8,-80,-134.5,-1.27,3.45,4.6,2.85,1.85
-26.15,-22.22,4.925,210,10.87,65.65,-12.74,-26.41,51.95,-164.3,0.2427,278.5,20.02,-38.25,14.27,-173.8,46.56,200.8,26.22,54.58,12.57,51.52,109.4,80.32,104,-46.56,220,-13.02,2.94,3.71,-2.18,4.26,0.64
-97.58,-97.57,-80.85,-20,-173.9,-20.27,20.15,3.918,-111.8,35.64,-4.93,-131.5,22.45,138.2,-101.7,52.22,39.91,-132.7,88.53,117.6,-103.8,17.11,-132.9,-170.1,-26.65,-188.9,30,-75.1,2.9,-1.15,0.86,2.97,-3.39
211.1,194,41.31,210,-10.87,-45.24,-92.6,-5.431,54.31,-94.12,-168.2,124.6,-211.9,-78.03,199.6,-147.5,-183.2,99.17,-292.3,-202.9,30.54,166.8,-32.38,95.17,-16.67,-11.37,190,158.5,-0.91,-2.39,-3.21,-2.29,4.87
60.59,54.68,46.07,-10,-145.8,-24.26,-78.51,52.84,-80.61,-6.757,69.79,-53.41,152.2,130.1,-82.27,-26.08,87.38,7.853,159.1,65.77,30.54,-77.68,-58.9,0.1995,1.869,-2.439,30,42.39,-2.6,0.16,-4.48,2.66,-3.28
-14.71,-18.16,2.834,150,-37.5,-2.223,-18.27,41.9,105.8,-12.44,124,8.911,-131.6,-8.955,115,5.802,143.1,2.293,-108.5,-29.23,68.32,121,126.7,-43.94,77.89,-35.34,160,-11.56,-1.82,-0.72,2.45,-2.25,-1.25
-90.56,-86.95,-74.55,30,-125,14.89,56.32,52.48,-149.6,34.08,60.45,-75.52,121.4,142.7,-50.98,13.07,2.483,-83.42,73.25,172.7,-178.6,-47.27,-138.6,-114.9,70.37,-47.74,90,-63.03,4.92,3.09,4.61,-3.78,-2.88
-188.6,-165.5,-214.3,10,-115.4,73.91,153.6,-12.12,88.08,126,-85.75,-23.8,-108.7,-131.3,126.9,135,-124,73.16,-118.4,-52.1,82.28,-49.59,133.8,195.5,78.16,45.27,30,-136.6,2.67,-0.76,1.62,-2.34,3.72
-130.8,-109.6,-218,-80,-294.1,124.4,76.07,112.2,-284,-29.34,46.82,-16.48,240.4,96.65,-203.3,107.4,85.27,-90.77,172,72.65,-306.5,-67.02,-217.9,18.16,-162,-204.6,-20,-84.37,3.15,2.09,1.59,4.33,-1.46
4.533,8.036,-74.04,10,-134.6,56.08,-37.64,94.3,-59.49,-3.604,159.4,47.92,54.05,-239.5,-36.46,2.753,214.6,-35.8,184.2,-66.87,-74.34,185.9,206.4,41.44,80.68,23.36,40,11.22,1.29,2.02,-4.21,4.93,0.93
76.36,78.56,23.35,60,-112.9,-10.27,-84.16,24.67,-19.3,29.55,94.82,-96.99,155.3,51.06,-0.07462,-23.05,81.55,-108.1,48.36,-2.855,12,86.63,27.59,-29.07,135.7,-31.78,100,60.76,-1.66,0.52,-1.71,-0.1,-3.84
225.6,210.9,27.62,210,0,-115.2,-94.5,-44.85,94.97,-125.7,-69.75,55.24,-208.2,-21.05,124.2,-168.9,-108.2,74.12,-108.4,-185,39.76,276.2,-3.603,-110.9,50.04,5.333,200,163.7,3.2,4.46,-3.89,-0.83,-0.27
-17.78,-10.81,-4.296,20,-74.07,77.87,-37.64,43.68,-17.58,33.04,201.7,4.01,85.7,-50.74,-138.1,-26.8,91.78,28.8,175.3,21.77,-32.69,83.78,136,-17.78,169.3,145,70,-8.514,2.61,0.92,-4.87,0.11,0.83
201.9,191.3,36.67,220,-42.55,-57.8,-94.5,66.07,-43.41,-115.7,-112,151.1,-99.7,-8.321,37,-167.1,-158.4,132,-105.1,-60.3,-68.27,172.7,-3.24,-38.31,-57.43,42.8,220,147.8,-2.9,-4.41,NA,-0.75,2.91
-109.8,-95.3,76.71,60,-96.77,-5.318,45.06,176,-54.32,-28.9,61.68,162.1,54.05,-14.68,-30.97,20.11,123.4,53.87,47.26,3.711,-77.38,-72.35,17.79,-61.93,-17.97,88.04,60,-70.82,-1.46,0.54,-0.3,-4.99,3.46
50.56,57.97,-71.56,60,-145.2,-33.05,-89.33,48.07,-40.54,45.25,-31.47,-70.64,3.401,-12.56,32.19,-89.65,-5.884,-77.27,43.95,79.21,15.9,-54.22,-138.1,33.22,-122.5,-50.52,90,48.76,-4.22,1.7,1.16,4.14,1.42
-96.69,-83.35,-58.69,-10,-145.8,13.9,7.028,-13.81,-72.73,52.78,-26.65,-49.99,100.4,110.7,-170.8,24.8,-35.61,-95.62,157.7,96.95,-116.2,-16.89,-183.7,-54.34,-153.3,-8.566,50,-67.07,-3.59,2.64,0.03,-0.92,-1.48
2.505,6.253,19.44,70,-62.5,4.802,-31.09,62.85,1.302,-14.77,154.8,27.02,32.95,-72.85,-17.82,NA,222.5,51.25,176.9,9.455,5.165,42.28,169.4,8.143,77,-11.85,90,-1.926,0.52,-2.94,-3.8,3.47,3.31
13.03,4.846,48.16,30,-35.71,-30.75,-43.79,60.7,-72.12,-45.74,80.59,114,-3.545,-106.5,-176.4,-27.19,41.9,-32.78,19.49,3.556,-15.51,51.86,96.18,-74.34,23.01,107.8,100,-1.926,-4.17,-3.48,-1.77,4.65,4.33
73.65,85.16,-39.34,100,-71.43,-48.94,-64.97,-40.73,-26.23,-7.537,16.24,-28.43,119.4,54.96,-107.6,-108.9,68.23,81.31,90.85,148.1,3.816,-46.05,8.291,78.12,9.623,-18.89,140,41.4,-4.33,0.07,-3.39,2.24,3.18
77.66,77.16,-78.47,80,-60.61,-77.87,-60.73,2.699,1.302,-20.4,27.84,-60.78,94.82,-42.1,-19.23,-85.79,98.21,-81.28,41.01,125.5,80.24,-60.64,59.97,19.08,-0.06874,-73.79,100,52.31,1.31,3.6,-2.03,-0.57,3.81
-92.55,-76.58,-120.9,-50,-150,-12.2,-1.957,-94.79,-65.24,52.13,-36.29,-98.6,28.53,58.89,-86.95,107.8,129.1,-130.5,143,-5.106,-54.16,8.516,-135.7,-109.9,-87.14,-54.24,30,-61.2,-4.57,-3.65,-1.7,-1.99,-0.39
-155.8,-130.9,-90.99,-70,-222.2,120.8,66.03,81.39,-176,101.2,84.3,-48.45,125.4,-84.76,-25.92,136.5,-34.08,-26.56,25.31,-57.19,-114.9,-3.288,-185.1,58.12,-103.8,95.76,20,-110,-0.09,-4.94,0.31,-2.83,4.18
233.6,230.5,33.09,200,-22.22,-84.67,-88.07,25.28,30.61,-92.42,-143.8,121.2,-169.7,-68.43,127.3,-119,-107,190.2,-139.5,-90.89,15.98,147.8,-16.79,-6.637,14.9,-81.63,190,152.1,4.81,4.77,-2.35,-1.11,-3.57
84.65,83.99,45.58,110,-83.33,-78.71,-74.47,55.06,-0.7887,-5.385,63.74,-60.99,115.4,6.653,134.9,-29.5,8.442,-44.23,-101.4,74.55,67.79,-133.5,-16.01,-43.29,74.77,-50.45,120,47.03,4.21,-2.61,4.3,-4.83,-0.38
14.11,7.054,-35.52,130,-65.79,-25.11,-29.15,155.2,-81.77,-60.98,137.6,84.87,5.138,-193.6,54.18,-68.9,131.7,126.3,97.07,52.08,-15.95,134.7,196.6,-12.75,109.6,48.57,140,0,-1.52,-2.2,-1.23,2.8,4.64
7.336,3.668,10.34,20,-74.07,-42.98,-42.75,134.8,-94.99,-49.1,106.7,66.39,NA,-121.8,-39.91,-31.79,90.89,-22.48,62.31,9.191,-12.81,63.15,161.6,-23.13,43.53,88.6,50,-1.037,-2.91,-3.83,1.72,-4.19,1.37
260.2,243.7,-13.8,230,0,-57.87,-83.54,-39.88,80.19,-72.48,-176.5,137,-178.6,-42.32,166.7,-60.1,-100,180.7,-37.49,-306.4,35.86,179.2,46.17,25.44,26.35,-31.07,220,145.9,-1.74,-0.92,1.68,-2.37,2.55
-96.98,-91.35,-66.77,-80,-88.24,23.52,42.34,-50.12,-123.7,30.43,76.4,-21.9,51.34,35.84,-218.4,1.865,53.81,-11.08,139.6,84.8,-133.6,-39.22,-88.43,-182.4,-6.516,22.88,10,-78.95,-4.42,-4.55,1,2.36,-0.77
75.43,69.86,24.86,140,-128.2,-19.99,-80.69,224.7,-126.8,-31.83,112.8,-26.56,125.3,20.36,-34.03,-70.01,90.75,31.84,51.39,-13.68,17.73,-78.12,-43.66,-138.1,-40.9,18.1,180,48.12,-4.65,-0.47,-3.69,3.46,0.75
7.184,3.592,20.23,50,-66.67,10.56,-43.25,76.68,-15.64,-6.329,143.3,68.53,4.936,-80.21,-21.52,27.53,120.3,-14.25,-7.784,-0.3681,-35.13,66.71,152.2,-4.536,0.8194,65.47,100,0,4.9,-2.98,3.64,1.01,3.64
-165.2,-150.5,-97.58,0,-200,195.7,176.1,-46.83,21.42,185,68.77,-133.6,40.05,-168.6,-26.13,172.5,-13.6,-49.22,39.56,-109.5,-69.72,181.3,-10.53,200.7,141.1,132.8,70,-123.3,1.58,1.2,3.92,-4.1,-0.74
109.9,94.24,-33,110,-27.78,-131.1,-64.64,-68.01,87.66,-70.84,77.24,-112.3,120.3,22.57,1.527,-79.88,104.6,2.435,66.46,3.624,201.8,-110,111,-86.99,114.5,-126.6,120,80.08,2.39,-0.65,1.73,2.26,-0.1
270.8,260.4,-64.38,200,-11.11,70.48,-76.33,12.85,24.15,-171.9,-115.1,239.8,-210.4,23.94,89.23,-206.6,4.131,94.88,-77.61,-100.2,91.58,98.23,52.25,124.5,-99.18,23.99,210,162.6,-2.08,-2.43,4.29,-3.74,2.99
-84.62,-85.28,-100.9,-90,-312.5,93.31,37.25,-70.12,-117,106.6,12.47,-95.33,84.55,84.63,-149.1,21.18,-6.552,-50.93,133.9,166.7,-66.12,54.83,-167.7,-2.211,-71.48,-33.69,-20,-69.79,0.72,3.68,-3.76,-1.55,0.2
59.23,29.62,169.6,110,NA,-6.484,-53.61,97.76,103.7,33.71,117.6,2.337,-40.23,-130.2,96.48,19.3,97.43,-93.68,-19.48,29.95,-43.74,32.75,227.3,-0.8844,218.4,102.4,130,5.368,-4.12,2.76,-2.67,3.92,2.15
