"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
-81.05,-75.68,-97.05,-40,-142.9,15.86,-17.5,-72.15,-65.37,83.34,-32.38,-104.3,-20.11,7.017,-266.2,-4.498,5.315,-68.63,151.8,122.6,38.82,86.28,-15.55,36.36,67.24,36.26,50,-62.97,2.55,0.3,-0.33,-2.72,-2.88
103.8,95.82,66.99,0,-180,-85.5,-80.51,48.78,2.68,4.346,12.65,-72.2,122.8,9.772,20.33,-47.74,27.74,-85.52,200.4,163.1,144.9,-123.8,-57.56,-7.165,-12.59,-92.68,30,54.98,2.4,-0.5,-2.96,-3.1,-0.19
19.62,9.81,68.92,30,35.71,-3.638,-33.51,-2.399,110.2,-26,96.16,67.96,-86.3,-145.3,121.7,-9.211,132.1,-17.43,14.22,9.039,89.83,90.73,151.8,-36.07,147.3,47.9,50,-0.6916,-0.58,4.7,-1.4,0.49,1.3
310.8,273.6,-7.905,210,-32.61,-21.4,-73.28,-43.34,34.14,-92.29,-129.4,115.3,-132,-24.9,42.32,-110.8,-96.73,184.1,-55.28,-224.3,-20.39,165.2,29.56,72.8,53.15,17.1,220,195,1.26,4.55,-1.77,2.55,-2.92
-179.1,-174,-50.84,200,11.11,48.88,179.8,-117.8,116.4,129.4,-89.77,-70.69,-88.87,-100.6,99.05,124.2,-94.9,74.49,-97.24,23.99,86.2,-47.77,45.4,197.7,24.73,5.38,250,-138,0.95,4.14,0.32,-4.36,4.18
-89.24,-78.4,-67.15,-60,-315.8,43.47,-0.9642,102.4,-108.5,62.4,30.64,-27.86,175.6,89.14,-14.42,62.76,-65.61,-67.82,77.16,56.89,-152.4,-19.28,-184.3,44.86,-41.86,-60.14,-30,-62.59,4.02,0,NA,3,-4.06
-11.39,-5.696,-161.2,180,-127.9,143.1,-0.9642,96.65,-12.52,-33.91,229.9,116.8,66.85,-327.8,40.19,-106.2,121.1,86.74,45.69,-82.18,3.9,166.1,143.9,39.08,109.6,71.77,200,0.6916,-3.35,-4.69,-4.82,3.58,1.33
83.54,78.93,-106.4,-40,-238.1,13.35,-66.05,-23.91,-63.9,39.97,47.25,-53.78,203.9,19.81,-74,-97.27,173.3,-100.5,191.2,-1.429,70.97,-23.87,-75.46,87.25,-36.35,16.23,0,48.76,-2.16,3.04,4.11,4.65,-3.24
99.16,84.46,37.16,-20,-173.9,-63.43,-84.06,61.32,-121.6,-27.75,52.47,-79.86,220,NA,-113.4,-96.53,37.96,-120.9,116.9,-10.07,58.79,-87.76,-116.1,-0.4011,-60.56,-182.5,10,68.93,-1.58,-3.24,1.11,1.52,-1.38
10.34,2.261,30.71,160,-36.59,51.58,-26,88.72,76.91,5.766,NA,64.43,-143.5,-146,204.6,NA,168,24.98,-144.8,-65.76,58.79,142.2,135.6,-6.384,109.6,26.71,170,-1.42,1.98,-3.37,2.52,-3.99,3.94
265.1,251.7,39.82,230,-10.42,-37.65,-95.68,-21.26,86.5,-29.7,-110.5,86.63,-147.2,-83.74,150.6,-84.43,-123.6,117.2,-190.9,-141.6,-45.05,174.5,42.97,47.16,26.79,86.1,210,200.8,-2.83,-4.06,1.01,2.94,NA
-0.2793,-0.1397,18.95,130,-39.47,23.82,-37.61,96.52,36.54,-9.823,149.9,46.58,-103.7,-115.7,34.4,-34.59,85.26,-15.26,-45.28,-13.63,58.36,125.1,104.4,-40.19,131,10.91,140,1.735,4.15,0.52,0.15,0.36,3.86
-147.8,-134.9,-163.7,-60,-289.5,117,66.91,97.11,-151,116.1,73.73,-21.95,188.5,-66.46,-10.43,NA,-69.45,1.505,78.21,-69.32,-129.3,-75.86,-257.1,86.95,-131.5,83.37,30,-113.7,4.36,3.39,-4.32,-3.27,-1.12
206.8,191.6,-34.76,170,-35.71,-27.37,-72.91,12.39,67.9,-72.66,44.8,105.5,-54.35,-87.1,40.94,-139.7,-94.48,144.2,-175.2,-217.8,114.9,235.7,-72.39,113.2,-15.75,-43.41,180,113.8,-1.76,4.47,0.19,3.82,4.24
2.132,-6.287,-5.951,110,-13.89,61.65,-11.67,29.44,65.99,5.849,93.06,73.9,-147.7,-152.9,50.27,-12.26,174.5,NA,0.3202,-58.83,53.74,158.6,164.2,57.57,169.9,90.15,120,-4.2,-4.31,1.8,-1.44,3.54,4.38
-135.5,-126.6,-132.9,-140,-181.8,92.47,73.11,-93.61,-79.87,103.6,44.8,-13.57,78.58,-64.84,-240.3,98.16,79.63,-1.06,216.3,-20.11,-85.91,-80.16,-115.5,91.83,-19.73,108.5,-80,-99.16,4.2,0.76,0.08,3.75,-1.05
82.52,78.03,-13.2,-50,-150,NA,-77.62,-9.733,-59.48,29.72,64.91,-110.1,150.8,22.31,-30.8,0.4847,158.9,-126.9,148.8,-20.11,84.33,-21.85,-58.65,53.76,53.42,-67.65,0,55.7,3.02,-0.36,0.97,-4.56,-3.69
74,70.09,74.28,-30,-204.5,-7.964,-82.33,58.59,-65.22,37.07,76.3,-95.39,171.9,39,-71.7,-25.53,153.3,-136.6,178.3,75.67,36.89,-64.12,-84.98,22.54,9.627,-70.34,0,49.49,0.51,-3.74,0.14,2.38,3.17
-104.8,-92.57,-115.7,80,-75.76,-8.132,3.511,39.78,116,70.58,4.996,-27.61,-148.2,-76.74,162.2,83.77,13.28,-21.49,-104.5,-76.71,57.63,-1.282,197.8,64.5,208.8,89.19,60,-76.22,-3.59,-3.9,-1.52,1.01,-1.56
-140.6,-128.3,-116.8,-210,-375,57.11,60.52,26.29,-57.99,92.43,57.88,-44.63,67.9,12.04,-59.23,137.3,1.699,-68.96,72.06,60.46,-94.01,-47.23,-78.54,89.51,14.01,78.19,-120,-109.6,2.98,-1.22,-0.91,-1.7,-1.64
126.8,103.6,63.33,0,-260,12.53,-88.33,133.9,-165,23.42,99.06,-72.44,204.2,-8.253,-81.3,-34.32,186,-92.05,228.4,19.18,-80.44,-67.9,-193.6,NA,-92.71,-87.05,50,72.67,3.02,-2.97,1.9,-0.97,0.92
19.3,9.651,40.35,240,30.61,15.79,-37.66,-101.9,32.61,28.62,-170.4,45.44,-6.51,-124.1,31.56,51.47,-75.51,42.02,8.729,-257.6,35.16,93.29,-115.5,56.51,-102.6,84.42,250,-5.556,-4.12,1.79,-2.48,1.37,3.72
16.54,8.272,27.42,140,-12.82,-3.782,-31.33,-38.7,93.02,-7.796,116.9,54.16,-91.68,-107.2,9.5,-58.37,208.2,88.85,19.51,0.9764,66.99,93.67,188.1,7.189,155.1,82.59,180,5.556,0.84,4.17,0.57,1.11,-2.24
124.1,106.7,-1.711,-30,-250,-14.66,-75.66,89.61,-176.2,-15.43,65,-101.5,240,74.6,-161.1,-94.62,16.18,-120.3,156.9,49.53,-23.81,-50.67,-118.5,5.105,-26.94,-99.87,20,83.33,-4.09,3.8,1.91,4.46,1.93
281.3,270.1,-9.213,210,10.87,-11.39,-94.67,-82.71,62.82,-46.29,-157.2,116.8,-154.4,-64.05,6.106,-95.7,-146.9,142.1,-97.71,-142.3,17.38,208.2,12.2,122.2,20.21,-20.73,210,192.2,1.02,2.31,3.09,-1.64,-2.21
245.4,229.8,56.04,200,11.11,-7.045,-85.17,-81.99,130.4,-39.7,-149.6,115.2,-160.7,-47.14,145.3,-75.95,-163.3,88.85,-235.1,-139.8,96,215.4,8.094,105.1,-9.568,-14.5,170,160.2,1.19,-3.25,2.35,-2.58,3.65
-81.8,-63.22,-123.3,-100,-233.3,101.7,-21.83,137.6,-96.73,94.17,122.5,-70.78,28.46,-26.01,-19.35,65.83,-115.1,-72.81,-53.25,-2.665,-125.4,143.4,38.34,-38.66,115.4,59.87,-40,-54.89,2.38,-0.84,-3.89,3.27,-2.12
244.9,240.2,-99.43,210,-10.87,-102.2,-77.05,-4.387,39.43,-173,-69,113.9,-110.7,104.3,82.55,-107.1,-156.9,187.7,-193.8,-268,-86.06,140.1,128.6,-68.6,62.52,-26.35,220,182,4.01,3.37,2.2,-4.47,0.53
-3.655,-7.262,-53.51,60,-32.26,33.85,-25.36,74.72,49.47,-12.94,152.4,49.55,-33.96,-60.07,128.5,9.302,117.1,-95.72,7.166,84.66,47.3,130.2,164.6,-30.93,184.7,116,90,-11.02,2.19,-0.23,-0.49,-4.17,2.26
-10.96,-14.54,-33.7,20,-74.07,-2.205,-49.48,-11.72,26.04,26.55,57.02,53.94,-0.05695,-137,-96.8,-45.13,62.66,-26.93,29.81,-29.95,-74.37,2.142,141.9,19.09,127.2,157.2,40,-11.39,-0.68,-3.52,-1,1.91,-4.32
82.6,72.1,44.42,50,-200,41.96,-70.16,178.4,-153.4,22.3,95.42,-13.35,223.9,-14.61,22.77,-26.83,108.5,-148.8,119,108.2,-179,48.01,-55.52,12.03,18.52,69.96,80,48.36,-1.07,4.16,2.99,0.33,-0.75
82.6,72.1,139.4,-60,-184.2,-72.5,-70.16,61.38,-24.17,-10.81,-8.988,-41.88,82.02,76.32,6.67,-5.866,-57.62,-66.71,-6.986,-32.89,-20.35,-27.48,-46.61,19.09,-26.2,-119.2,-50,35.66,-0.62,-0.93,0.34,-3.82,-1.41
-164.7,-155.6,-53.27,20,-148.1,68.33,180.3,6.696,-8.297,103,56.82,13.07,81.05,-142.6,-6.235,144.1,-17.82,54.96,18.45,-57.46,-119.2,-55.96,-102.3,142.5,-5.567,185.5,90,-126.9,2.1,-4.91,4.14,-0.21,3.87
215.9,227.2,-47,240,-51.02,-9.871,-83.61,75.36,-75.51,-117.5,-171.1,130.6,-135,-65.9,49.28,-131.4,-227.3,170.8,-112.2,-89.61,-136.2,156.6,18.19,24.43,-35.26,109,250,185.8,3.66,-1.58,4.32,3.13,0.19
-118.5,-109.5,91.33,-70,-194.4,7.037,84.34,120.4,-146.8,15.18,56.21,-30.59,146,75.47,-141.4,68.68,86.94,-40.49,150.1,12.42,-207.5,-98.53,-271.2,-147.2,-57.03,-135.1,-20,-82.51,-1.63,4,2.18,-0.03,3.46
-18.07,-13.35,59.41,20,-55.56,3.867,-19.63,16.43,53.7,-4.465,114,71.83,-50.52,-193.4,10.75,1.705,215.7,-20.09,84.77,-91.01,27.57,98.39,132.6,-27.89,120.6,9.124,NA,-3.856,-4.41,3.36,-4.13,-0.2,3.43
-12.05,-4.587,-78.95,100,28.57,-13.04,-43.62,-55.34,65.87,-3.353,62.96,104.2,-81.38,-107.5,-55.22,-58.49,112.7,-5.514,48.15,31.99,55.84,40.51,92.46,0.8843,208.7,9.124,140,-5.398,-1.84,-0.23,-4.55,1.05,-2.15
93.88,100.1,-182.2,50,-116.7,-78.56,-75.61,18.32,-85.36,-39.68,89.99,-41.38,151.7,-15.08,-143.4,-95.79,120.4,-64.53,141.2,5.432,14.41,-5.429,-7.379,55.82,-49.12,-115.2,80,94.85,1.36,3.44,2.72,2.44,-3.99
233.4,230.2,-56.16,210,-97.83,-26.78,-91.61,125.9,-102.7,-46.35,-121.3,42.72,-112.2,-33.56,85.86,-112.7,-136.3,22.9,-126.1,-95.2,-144,157.5,28.74,65.62,42.93,65.39,210,180.6,-1.32,-3.8,1.58,0.95,0.28
17.07,32.96,-213.9,0,-200,-35.23,-67.62,65.9,-112.6,8.88,13.82,-6.874,89.98,10.79,119.8,29.26,63.75,-113.3,5.58,125.6,-36.32,-3.285,-118.6,58.43,-142.6,-131.7,10,34.39,3.9,-1.3,-3.48,-1.7,1.59
218.1,227.1,35.23,220,-10.64,-66.16,-119,0.2623,64.55,-122.3,-133.4,139.3,-141.9,17.53,115.5,-170.1,-198.6,141.6,-138.3,-185.3,8.305,103.4,-3.067,46.11,41,-122.2,200,179.7,-3.33,3.59,1.54,0.74,3.49
-91.02,-83.7,-100.6,-70,-194.4,37.85,24.55,-7.738,-128.7,67.23,25.66,-101.7,114.8,95.56,-151,NA,132.6,-60.39,217,-16.61,-141.2,55.65,-133.2,-53.78,8.014,-60.34,-10,-64.42,-3.05,-1.59,4.44,0,-0.32
-8.274,-4.137,56.31,20,-74.07,-30.53,-53.77,139.1,-95.64,-42.2,93.26,72.38,29.22,-100.6,-28.09,2.648,100.9,-28.58,22.73,-3.411,-46.2,3.82,110.7,-89.15,-16.5,36.4,50,-2.437,4.66,0.44,3.68,-1.82,4.53
-156.6,-137.3,-157.3,-80,-147.1,122.6,122.4,-28.62,-41.14,128.1,56.68,-3.479,101.7,NA,-69.5,165.5,26.18,-47.08,47.66,-53.28,-99.62,-46.18,-60.34,131.9,24.95,172.3,20,-116.6,4.3,-3.38,3.72,-4.07,1.82
76.83,76.61,67.87,120,-121.6,-57.49,-92.93,193.5,-85.73,-14.07,37.59,-67.23,150.4,55.4,59.91,-53.93,-8.773,-46.34,-69.76,65.52,48.24,-93.97,-16.72,-48.87,5.785,-93.99,130,56.75,-3.38,-0.87,-2.83,-3.2,3.52
-102.8,-93.09,-44.01,20,-185.2,34.96,50.65,82.16,-121.2,51.43,63.83,-43.64,135,56.55,-88.91,6.103,19.03,-81.11,119.4,128.6,-191.4,-74.48,-207.1,-145.8,-69.55,-59.08,40,-68.59,-1.72,4.12,2.13,4.39,-2.31
93.97,92.12,-55.18,60,-161.3,10.89,-86.41,103,-143.5,15.98,119.5,-104.8,236,-13.44,-5.443,-36.22,166,-69.27,119.4,124.2,48.78,-38.09,-39.1,16.63,21.83,-19.96,100,68.59,-0.06,3.47,-1.39,-4.19,-0.82
-14.18,-10.56,-96.09,20,-55.56,18.59,-1.561,114.3,-8.113,-32.95,206.2,16.92,-29.01,-151.1,30.79,21.65,177.9,-131.4,122.5,61.12,94.64,170.7,179,-36.1,110.1,29.25,30,-8.008,0.92,-3.64,-0.13,-3.26,-3.8
3.132,4.771,64.74,10,-38.46,-42.91,-51.6,39.68,83.67,-9.833,116.8,34.32,-41.82,-88.5,92.15,63.67,117,-40.95,57.86,-40.05,52.76,21.87,81.57,-84.01,109.5,22.51,30,3.281,2.72,0.45,-3.22,2.14,-0.95
17.22,8.612,7.672,0,20,16.85,-7.233,-23.69,80.63,6.099,140.4,16.81,-84.24,-86.29,1.142,83.27,179,-83.35,80.72,15.99,125,87.04,148.2,13.69,47.53,40.14,40,2.953,0.44,-4.31,-0.64,-1.97,3.01
-93.95,-85.43,-11.65,-10,-104.2,17.77,51.92,-94,11.97,84.6,-7.335,-72.59,77.34,161.1,-144.6,21.33,93.24,-42.25,178.8,71.02,-9.039,5.901,-114.6,-137.9,-36.65,-61.86,50,-60.04,1.91,-0.25,1.03,-2.79,-0.01
100.2,101.4,76.48,80,-15.15,-80.61,-95.96,1.543,5.284,-50.64,85.58,9.31,122.8,-11.96,-46.21,-44.14,68.84,12.55,73.1,129.1,111.6,-138.8,33.02,-48.18,-38.04,-46.13,120,78.41,-4.08,-3.46,-3.24,-2.58,4.25
NA,-141,-175.1,-70,-166.7,46.27,170.2,37.87,-131.4,22.03,40.65,60.58,185.4,-45.24,-139.4,91.11,-3.684,5.375,84.53,-0.02176,-209.3,-127.4,-92.62,49.52,-79.2,-83.31,0,-119.4,-1.8,-0.1,3.96,-2.75,2.28
92.38,94.27,-145.1,70,-31.25,-89.8,-81.17,-21.34,-14.16,-50.25,9.421,-46.96,70.28,46.83,-104.7,-35.91,105.8,-3.106,79.76,-94.08,71,-74.26,55.37,-7.444,-40.81,-100.5,130,81.69,2.64,3.89,-0.67,-1.61,3.3
220.7,207.6,18.83,220,0,-89.47,-106.8,-49.61,107.9,-117.7,-162.4,129.5,-241.1,-91.56,114.5,-93.88,-155.7,131.7,-164.3,-237.8,47.4,159.3,-2.711,-44.67,89.29,-66.25,210,165.1,-3.22,-2.19,-2.63,2.96,-0.72
-94.41,-95.82,-10.48,0,-100,-17.91,63.08,-16.57,-28.75,39.01,-40.05,12.22,37.61,7.972,-56.93,54.26,-19.83,-19.48,70.9,18.31,-60.19,-204.8,-82.91,-127.7,-2.19,-43.35,70,-82.36,-4.45,-4.52,-4.42,-4.94,1.05
-155.6,-143.8,-84.28,-50,-125,120.4,219.4,106.9,-64.48,101.6,128,39.05,159.1,-91.56,-131.1,162.4,110.6,-14,194.9,-64.5,-193.4,7.825,21.2,15.89,72.33,144,50,-122.3,-2.28,3.66,-2.71,4.91,-2.36
23.27,15.11,-1.858,20,-37.04,-49.82,-52.45,19.76,90.38,-35.42,118.7,9.151,-2.866,-91.56,29.74,49.86,102.8,-106.4,35.62,8.115,55.09,43.2,137.8,-50.02,66.16,35.89,50,13.18,-4.75,-4.21,-0.3,-4.9,1.54
-56.52,-52.56,-32.93,-130,-166.7,108.8,NA,-55.21,-137.5,108.2,-81.09,-80.56,176.4,64.55,-110.6,167.7,-89.7,-94.69,188.5,-109.1,-150.9,90.94,-185.6,53.66,-139.9,37.76,0,-51.98,-4.83,-3.15,2.21,NA,1.17
-13.96,-6.981,-129.8,-10,-83.33,101,15.51,171.7,-81.16,-37.17,194.6,128,8.699,-150.2,19.14,18.65,150.2,-38.29,14.24,-30.1,-21.76,175.4,137.1,-21.52,-47.41,79.07,20,0,NA,0.4,-3.6,-4.66,-4.46
-122.3,-107.6,-174.5,-80,-294.1,89.12,86.41,-45.71,-113.5,117.8,-54.22,-156.1,98.02,103.1,-151.5,94.16,-98.06,-108.1,78.11,90.32,-68.07,108.1,-251.6,NA,-201,-196.5,30,-83.33,4.46,-4.46,-1.28,-3.3,-0.73
86.28,78.85,-125,-20,-260.9,1.436,-85.01,14.15,-125.6,32.06,24.51,-68.01,201.2,32.4,-130.1,-53.81,NA,NA,127.2,78.46,-27.88,-44.73,-126.7,94.11,-78.7,19.71,40,63.79,4.18,-2.94,3.89,0.07,4.79
-159.6,-144.1,-138.3,-50,-200,-15.15,73.22,5.349,-28.02,79.43,-11.54,-17.88,77.12,-51.5,-3.353,110.5,-84.46,8.858,20.44,20.31,-73.55,-168,-202.4,59.47,-150.3,-5.729,-20,-120.6,-1.45,1.53,3.82,4.6,1.29
2.717,4.93,71.62,130,0,5.386,-41.06,14.86,61.01,5.438,94.96,42.19,-43.54,-151.8,-104.1,-71.34,-8.678,0.03343,-44.59,-67.51,40.43,43.31,192.7,60.32,123.7,25.74,160,-1.106,2.13,4.86,1.32,-1.64,4.42
284,267,53.8,160,-24.39,10.13,-85.01,-115.1,113.1,-1.823,15.81,45.51,66.34,29.93,45.39,-56.66,-123.3,26.51,-61.77,-177.9,121.5,208,-22.52,28.21,-10.41,105.4,150,184,-1.66,-0.59,-2.54,-1.15,1.71
84.92,85.32,53.35,-40,-190.5,-65.71,-102.6,31.64,-45.22,36.9,23.27,-86.81,110.2,20.06,-30.65,-1.223,70.99,-157.3,189.8,16.75,25.82,-53.81,-33.38,-14.03,59.98,-160.4,-10,70.8,0.61,-4.11,-3.5,0.82,-3.06
240.5,231,55.64,220,21.28,2.226,-80.61,-59.92,74.67,-31.9,-157.4,80.89,-196.6,-64.66,28.49,-146.3,-240.9,67.69,-209,-156.5,4.998,203.8,-14.03,38.77,-40.99,39.46,210,181.4,-3.2,1.95,0.41,-4.12,4.24
-8.737,-11.72,-174.5,20,92.59,124.2,33.24,-2.355,115.9,-43.36,223.6,107.3,-17.79,-247.2,-114.1,67.89,134.5,-62.64,108.9,-31.91,17.65,166.4,199.6,58.51,177.5,17.09,70,-12.62,4.74,-4.71,-4.77,-1.76,1.42
-99.46,-93.85,-91.24,-80,-117.6,29.9,68.6,-125.6,-76.58,77.36,-41.9,-96.97,26.34,113.8,-285.8,59.77,97.04,22.05,260.7,-10.42,-99.98,72.97,-95.9,-62.83,-55.04,-143.9,30,-76.26,-1.78,-4.05,0.24,3.8,-0.19
71.91,72.72,24.8,70,-125,-96.09,-77.92,9.912,-91.07,-61.66,35.85,-131.3,141.7,56.17,-78.36,-76.68,10.44,-94.04,-34.57,23.71,97.34,-85.15,-79.92,-99.83,-52.08,-145.7,120,59.07,0.29,2.79,-2.47,-0.69,-4.47
243.3,228.3,-30.04,210,-54.35,-7.809,-82.98,38.9,-68.46,-85.59,-182.7,53.03,-236.1,-36.35,69.7,-80.53,-186.2,168.8,-171.7,-360.6,-31.8,217.2,-79.21,-11.41,-117.7,-31.03,230,164.8,1.18,-4.39,-0.5,2.51,4.22
-13.44,-6.72,39.47,60,-16.13,-44.67,-52.66,125,34.73,-58.84,120.5,97.53,28.66,-93.98,77.57,24.27,81.43,-49.5,-14.68,-9.158,-36.6,46.57,17.74,-92.31,66.51,38.22,80,-14.08,-0.83,2.51,4.96,2.79,4.34
-167.3,-153.5,-179.5,-150,-300,58.19,144.4,67.4,-110.8,82.63,78.89,-37.22,108.4,0.05055,5.325,122.2,-53.54,36.65,20.92,118.5,-138.4,10.3,-140.6,54.43,5.948,123.7,-120,-124.5,-0.82,-2.47,-0.59,-0.52,2.95
203.6,186.4,62.06,240,-71.43,-48.95,-93.08,144.6,-77.16,-89.81,-68.31,98.8,0.7914,20.53,69.7,-133.1,-220.5,90.68,-175.9,-227.8,-168.1,NA,46.15,-29.91,-14.38,53.51,250,127.5,2.61,-3.3,1.15,-0.52,-1.29
-101.5,-94.86,3.297,-40,-214.3,73.62,53.45,18.45,-127,88.26,39.27,-61.38,159.5,64.51,NA,106.8,65.05,-70.68,174.8,40.14,-128.8,53.53,-217.3,-58.44,-79.18,-62.51,70,-87.23,-4.82,-3.87,-3.15,4.15,-0.87
-116,-101,-108.8,-190,-333.3,113.7,50.48,89,-169.7,74.21,67.19,-27.15,197.2,48.6,-65.74,159.4,-95.18,-36.52,54.77,-112.8,-212.1,-77.89,-264.8,64.33,-137.3,-94.6,-100,-78.68,-2.43,-1.63,-1.16,-1.81,4.92
-111.5,-94.8,-196.9,-120,-307.7,93.99,133.9,-21.89,-148.1,19.4,-78.33,-56.81,224.1,113.5,-149.3,132.5,61.3,-94.45,178.2,-114.1,-209.1,86.59,-199.7,3.991,-168.1,-141.8,-70,-63.95,-1.59,-1.65,2.1,1.03,-3.56
228.1,219.5,-38.86,140,-64.1,65.43,NA,-91.29,67.28,24.25,82.48,41.77,7.983,15.74,-73.98,-129.9,-89.45,15.82,-62.01,-187.8,43.62,264.8,72.68,10.27,121.5,106.9,180,147.7,-4.51,-4.33,-3.76,1.12,0.83
83.76,80.94,-44.88,0,-260,45.73,-79.33,118.1,-167,8.592,82.48,-103.6,234,88.03,-87.5,-16.42,98.17,-162.8,117.1,7.02,-3.398,-1.013,-109.6,-64.36,15.81,-65.94,60,62.02,0.99,-0.59,1,-2.83,-1.14
227.4,219.2,31.31,240,30.61,2.407,-93.24,-116,125.7,0.01657,-167.8,67.67,-167.7,-74.63,104.3,-116.4,-223,38.85,-122.1,-179.9,36.59,214.4,38.37,65.02,6.62,73.35,220,163.6,3.12,1.02,3.38,-2.3,-0.26
0,-3.906,114.2,-30,-22.73,-5.471,-46.88,12.01,103,49.23,62.09,-50.55,-130.9,-22.88,-17.5,113.5,70.31,-8.608,21.4,-186.5,28.68,113.4,193.6,-60.88,246.1,16.49,0,-4.651,4.81,-2.73,-2.57,2.63,1.72
81.83,79.98,85.74,40,-137.9,-96.07,-97.88,16.78,-43.11,-5.203,36.6,-57.65,115,44.49,-96.33,-61.97,117,-80.49,127.1,86,-7.354,-84.14,4.412,-31.93,41.56,-124.6,90,68.99,0.54,-0.61,2.52,1.58,-1.54
72.06,74.22,2.521,-10,-104.2,-80.18,-78.71,4.548,-43.05,-12.61,46.75,-128.1,-6.166,64.2,-124.3,-40.88,14.96,-170.3,78.21,74.44,86.94,-36.62,70.27,-121.4,48.08,-90.81,20,64.9,4.66,2.04,2.33,1.81,0.04
222.8,219,7.023,220,10.64,-55.86,-88.34,-69.93,74.32,-88.87,-166.6,106.6,-178.8,-53.71,72.54,-131.9,-128.3,175,-141.9,-77.34,-67.77,207.2,57.72,49.11,24.47,6.856,220,185.1,2.35,-2.95,1.55,-1.41,4.94
-111.8,-101,-49.73,80,-212.1,13.03,41.71,37.73,-49.84,83.4,-33.92,-78.83,108.9,82.87,270.7,-90.07,61.65,-56.56,83.11,212.2,-83.09,21.98,-226.9,-21.83,-141.3,-114.2,90,-82.6,1.85,1.07,4.07,3.56,0.05
2.206,-2.369,-49.91,100,-42.86,17.09,-35.36,-5.039,56.68,24.82,85.54,52.42,-25.9,-204,-31.46,-49.01,81.21,-24.06,41.53,9.392,62.65,89.74,177.6,56.55,128.3,100.6,120,0,-0.54,-3.46,-0.25,-4.16,2.47
-113.2,-101.8,-63.06,-20,-217.4,1.888,27.26,39.95,-144.1,50.12,13.68,-77.85,99.89,77.96,-121.6,77.25,-46.88,-97.99,67.21,73.17,-130.9,-43.64,-303.3,-103.6,-109.2,-198.5,20,-78.91,-4.18,-0.59,1.25,4.05,1.1
-161,-146.5,-190.5,-90,-218.8,139.7,181.4,117.5,-270.3,12.69,111.5,53.39,182.9,-13.42,-127.6,150.5,54.08,-69.56,116.1,56.59,-251.3,-14.64,-127.9,-167.7,-118.1,34.2,-20,-128.7,-4.8,-3.22,2.55,1.89,-2.78
54.41,61.93,-73.83,-50,-125,32.28,-59.44,51.74,-125.1,-40.69,98.76,-20.77,337.5,-28.16,-85.44,-26.55,117.2,-93.12,169.9,-9.74,52.19,-66.53,45.92,61.7,96.2,70.66,-30,62.68,-0.4,-3.11,0.43,1.62,4.47
-152.1,-135.7,-99.28,-110,-321.4,111.7,135.8,174.3,-134.2,102.6,87.42,-52.48,142.3,-120.5,-86.45,155.1,-14.5,-18.47,66.92,-70.08,-175.7,25.82,-114.3,94.72,-41.41,138.6,-80,-110.9,-1.9,2.34,-3.78,2.15,-0.63
2.525,3.186,-7.652,30,-53.57,20.74,-29.58,103,-12.81,-21.32,148.8,83.44,1.614,-112.1,-34.55,21.24,136.7,-8.483,82.82,27.38,-26.28,101.3,222.3,4.306,48.91,83.64,50,-1.849,2.91,4.26,1.45,-3.82,0.76
231.7,213.9,16.82,210,0,-93.79,-99.53,-21.96,48.38,-144.8,-204.7,110.9,-215.5,-106,23.68,-123.6,-207.4,124.4,-151.2,-265,27.63,272.9,37.93,14.16,37.74,-106.9,210,154.6,1.35,-2.69,0.78,4.25,0.85
200.1,186.6,49.04,210,10.87,-95.83,-112.3,-59.03,136.9,-117.4,-146.4,137.6,-196.4,-102.4,145.2,-134.6,-219,119,-305.7,-228.1,78.33,184.7,14.67,-63.59,35.21,-82.58,200,126.8,0.25,-3.24,-3.88,3.09,-1.99
78.28,79.53,-33.09,80,-106.1,-103,-80.46,52.32,-67.41,-58.49,18.91,-96.98,133.3,53.75,36.97,-74.54,103.8,-16.93,111.2,101.2,122.1,-136.7,38.35,-79.42,72.24,-110.8,90,61.02,-2.9,-3.36,1.41,2.15,4.55
-99.75,-90.26,-63.92,-10,-104.2,34.03,53.08,-72.1,-39.17,70.52,-4.707,-41.97,93.88,61.01,-145.3,69.36,-77.62,-137.5,91.91,108.6,-112.7,-55.09,-94.42,-63.24,2.735,-67.52,30,-69.53,1.08,-2.11,-4.5,-2.11,0.13
-6.944,-5.395,-34.07,20,0,25.85,-29.58,-22.21,128.4,49.16,89.78,-58.96,-105.3,-81.8,1.527,148.7,139.3,-134.5,89.64,-44.97,32.43,118.7,251,-40.72,204.2,3.931,70,-14.42,-0.76,-3.1,-1.82,-4.65,1.16
233,223.1,2.439,170,11.9,-37.41,-90.85,-79.06,74.28,-39.9,-121.3,64.53,-179.6,50.59,73.52,-80.99,-142.2,74.19,-190.4,-92.19,-44.3,243.6,53.83,9.775,101.3,48.45,180,103.6,0.48,-2.79,-1.13,-1.8,-2.32
92.78,86.83,18.39,110,-125,-51.97,-90.85,129.9,-90.72,-32.06,101.6,-56.64,166.2,58.87,25.52,-41.34,115.7,-55.39,52.21,-56,-7.005,-100.5,-1.075,-89.46,117.2,-35.26,120,66.69,3.06,3.71,1.07,1.92,-0.01
